,domain,latency1,latency2,latency3,latency4
145,KX5KUSJ4H37C1PWSRKBVDAVPERNVCHX941HJ8BDQ1VEEVUPQZE.tld1,4.8201084137,35.33411026,1.94597244263,1.89399719238
146,ATVHMA2FXE8D2JVD2NZ0J1Y3T6AVABUMLFNAVIA2TGFK2NPU9G.tld1,4.72712516785,23.1199264526,1.79409980774,1.90901756287
147,8LTSG640T2EUW87BZ6XM7799J3KA2VWXYJ8W4REFGA2HDLAHN0.tld1,4.84585762024,17.0910358429,1.80101394653,1.81293487549
148,8BY64IP1MZMU6E48Q51V9AVRJD5BOFEAWV5NUEUD0OY0DE06GI.tld1,4.79102134705,16.8261528015,1.8949508667,1.84798240662
149,F1SJIEFFESB6YA5MF83HAXI7OCS7ADQ7QYUMMNQNN4PBMJVNCD.tld1,4.6238899231,25.2420902252,1.91497802734,1.85894966125
150,W8MVYD31OL98K67GF2XF38MDVS2JYWWNJFPKBUQWTEK7INFJSC.tld1,4.59814071655,16.979932785,1.78694725037,2.14910507202
151,22DQQCV9RQXKCCWB3TM1ZMEMVOIC7G53OW7JY37G07TGWNG2Z5.tld1,4.62007522583,16.8490409851,1.76501274109,1.85513496399
152,8IOR2U01OPC6XABT2UB5W0PTC1W3VLHANDLG70SZPEGOLMQZKB.tld1,4.52303886414,16.9348716736,1.79290771484,1.8458366394
153,JAWHFZ6O7284C5Z15Z1YCEJRX7OC829OFQHE716FHL66OQUVU6.tld1,4.55689430237,16.8650150299,1.96099281311,1.79505348206
154,E5S10VZJIJ0MFRDOG62KCSRX4QSTNRWKR6SBAKVEORKBKMCUGJ.tld1,4.47106361389,16.998052597,1.89399719238,1.92403793335
155,8LZKPL95NWBGV9YJ3ATUOM5F362BFCHS4RUWG3MDT648AQR8OV.tld1,4.56404685974,16.918182373,1.76382064819,1.88994407654
156,AWEC2RIKAT1JNGVBXVT1MXW3KF8SYK5ETIYH5BWBN1LMRI7K8M.tld1,4.52399253845,22.6910114288,1.75809860229,1.93691253662
157,94QTVYWBVIFQ2NOFT8H1YJLOUQ3HN7PY9CK0MYY05PHJ47SDY0.tld1,4.57406044006,17.08984375,1.8150806427,1.97291374207
158,HB1J387COZDLVVB6PR5H6QIXXQ40P776QGFAALTEV0U9RS4MX6.tld1,4.53495979309,17.2171592712,1.83606147766,1.94501876831
159,ST6URJ56NVVTZ6QFMEXMRC8ORQ1IX51WKVND3BRYMU1WFWOH29.tld1,4.52280044556,16.8390274048,1.95598602295,1.86800956726
160,UEA9FN0H3DAHXZCHVN0CUJW0YA7K9H5UN1AMCBOZ7DECH5TCQG.tld1,4.71711158752,16.8719291687,1.86109542847,1.84297561646
161,38PJ53FZMHEK9PO7YHZTEIJ51CDYPJV16SC7CELK9MFQR2FSE2.tld1,4.61983680725,16.8211460114,1.78503990173,1.76882743835
162,L00UC2K7740RO35A3J2SD1GBS6BAPDSC7CJ2ZOR6AUIXBDRL16.tld1,4.65393066406,17.0350074768,1.80816650391,1.81007385254
163,PO2F8S3WGDZEG21YHHN0583FIBDUYP6MBAA3E3FVOAFCA9J9LN.tld1,4.59408760071,16.7460441589,1.80697441101,1.97601318359
164,E2CQX4PZGWG0WCNUO4AFKSXHNT3JQMOM60GTGRUIW21D82O0WE.tld1,4.65178489685,16.8809890747,1.87301635742,1.88493728638
165,5XJFPE2RDJEEX7UDQFJVDX7L1FUK9GVHYE4ILAPU44BV3NHQKR.tld1,4.62603569031,16.7050361633,1.98698043823,1.86896324158
166,4HFKLXW5HIFZB8LKME3RSIPU1DJSVV0JO3Q6IUFTA5TQI32WG3.tld1,4.54807281494,16.8900489807,1.9359588623,1.83296203613
167,1N47784I32JIJIS4TC0BZGT1F70SQ1VH2GZKKN9EN5UTKVEHUJ.tld1,4.49705123901,16.7620182037,1.87492370605,1.8458366394
168,CLHXVSHNQ6K52FWSM94YNNCDBL6X3TW1BEBEBMI7BYAKXHCG4E.tld1,4.49585914612,17.1020030975,1.80697441101,1.87587738037
